country,code,reactor_name,reactor_type,model,capacity_net_mw,construction_start,first_criticality,grid_connection,commercial_operation,suspended_date,permanent_shutdown,status
ARGENTINA,AR -1,ATUCHA-1,PHWR,PHWR KWU,340,1968-5,,1974-3,1974-6,,,operational
ARGENTINA,AR -2,EMBALSE,PHWR,CANDU 6,608,1974-3,,1983-4,1984-1,,,operational
ARGENTINA,AR -3,ATUCHA-2,PHWR,PHWR KWU,693,1981-7,,2014-6,2016-5,,,operational
ARMENIA,AM -19,ARMENIAN-2,PWR,VVER V-270,416,1975-7,,1980-1,1980-5,,,operational
BELARUS,BY -1,BELARUSIAN-1,PWR,VVER V-491,1110,2013-11,,2020-11,2021-6,,,operational
BELARUS,BY -2,BELARUSIAN-2,PWR,VVER V-491,1110,2014-4,,2023-5,2023-11,,,operational
BELGIUM,BE -2,DOEL-1,PWR,WH 2LP,445,1969-7,,1974-8,1975-2,,,operational
BELGIUM,BE -3,TIHANGE-1,PWR,Framatome 3,962,1970-6,,1975-3,1975-10,,,operational
BELGIUM,BE -4,DOEL-2,PWR,WH 2LP,445,1971-9,,1975-8,1975-12,,,operational
BELGIUM,BE -7,DOEL-4,PWR,WH 3LP,1026,1978-12,,1985-4,1985-7,,,operational
BELGIUM,BE -8,TIHANGE-3,PWR,WH 3LP,1030,1978-11,,1985-6,1985-9,,,operational
BRAZIL,BR -1,ANGRA-1,PWR,WH 2LP,609,1971-5,,1982-4,1985-1,,,operational
BRAZIL,BR -2,ANGRA-2,PWR,PRE KONVOI,1275,1976-1,,2000-7,2001-2,,,operational
BULGARIA,BG -5,KOZLODUY-5,PWR,VVER V-320,1003,1980-7,,1987-11,1988-12,,,operational
BULGARIA,BG -6,KOZLODUY-6,PWR,VVER V-320,1003,1982-4,,1991-8,1993-12,,,operational
CANADA,CA -10,BRUCE-3,PHWR,CANDU 750A,770,1972-7,,1977-12,1978-2,,,operational
CANADA,CA -11,BRUCE-4,PHWR,CANDU 750A,807,1972-9,,1978-12,1979-1,,,operational
CANADA,CA -13,PICKERING-5,PHWR,CANDU 500B,516,1974-11,,1982-12,1983-5,,,operational
CANADA,CA -14,PICKERING-6,PHWR,CANDU 500B,516,1975-10,,1983-11,1984-2,,,operational
CANADA,CA -15,PICKERING-7,PHWR,CANDU 500B,516,1976-3,,1984-11,1985-1,,,operational
CANADA,CA -16,PICKERING-8,PHWR,CANDU 500B,516,1976-9,,1986-1,1986-2,,,operational
CANADA,CA -17,POINT LEPREAU,PHWR,CANDU 6,660,1975-5,,1982-9,1983-2,,,operational
CANADA,CA -18,BRUCE-5,PHWR,CANDU 750B,817,1978-5,,1984-12,1985-2,,,operational
CANADA,CA -19,BRUCE-6,PHWR,CANDU 750B,817,1978-1,,1984-6,1984-9,,,operational
CANADA,CA -20,BRUCE-7,PHWR,CANDU 750B,817,1979-5,,1986-2,1986-4,,,operational
CANADA,CA -21,BRUCE-8,PHWR,CANDU 750B,817,1979-7,,1987-3,1987-5,,,operational
CANADA,CA -22,DARLINGTON-1,PHWR,CANDU 850,878,1982-4,,1990-12,1992-11,,,operational
CANADA,CA -23,DARLINGTON-2,PHWR,CANDU 850,878,1981-9,,1990-1,1990-10,,,operational
CANADA,CA -24,DARLINGTON-3,PHWR,CANDU 850,878,1984-9,,1992-12,1993-2,,,operational
CANADA,CA -25,DARLINGTON-4,PHWR,CANDU 850,878,1985-7,,1993-4,1993-6,,,operational
CANADA,CA -8,BRUCE-1,PHWR,CANDU 791,816,1971-6,,1977-1,1977-9,,,operational
CANADA,CA -9,BRUCE-2,PHWR,CANDU 791,817,1970-12,,1976-9,1977-9,,,operational
CHINA,CN -1,QINSHAN-1,PWR,CNP-300,326,1985-3,,1991-12,1994-4,,,operational
CHINA,CN -10,TIANWAN-1,PWR,VVER V-428,1000,1999-10,,2006-5,2007-5,,,operational
CHINA,CN -11,TIANWAN-2,PWR,VVER V-428,1000,2000-9,,2007-5,2007-8,,,operational
CHINA,CN -12,LING AO-3,PWR,CPR-1000,1007,2005-12,,2010-7,2010-9,,,operational
CHINA,CN -13,LING AO-4,PWR,CPR-1000,1007,2006-6,,2011-5,2011-8,,,operational
CHINA,CN -14,QINSHAN 2-3,PWR,CNP-600,623,2006-4,,2010-8,2010-10,,,operational
CHINA,CN -15,QINSHAN 2-4,PWR,CNP-600,623,2007-1,,2011-11,2011-12,,,operational
CHINA,CN -16,HONGYANHE-1,PWR,CPR-1000,1061,2007-8,,2013-2,2013-6,,,operational
CHINA,CN -17,HONGYANHE-2,PWR,CPR-1000,1061,2008-3,,2013-11,2014-5,,,operational
CHINA,CN -18,NINGDE-1,PWR,CPR-1000,1018,2008-2,,2012-12,2013-4,,,operational
CHINA,CN -19,NINGDE-2,PWR,CPR-1000,1018,2008-11,,2014-1,2014-5,,,operational
CHINA,CN -2,DAYA BAY-1,PWR,M310,944,1987-8,,1993-8,1994-2,,,operational
CHINA,CN -20,FUQING-1,PWR,CNP-1000,1000,2008-11,,2014-8,2014-11,,,operational
CHINA,CN -21,FUQING-2,PWR,CNP-1000,1000,2009-6,,2015-8,2015-10,,,operational
CHINA,CN -22,YANGJIANG-1,PWR,CPR-1000,1000,2008-12,,2013-12,2014-3,,,operational
CHINA,CN -23,YANGJIANG-2,PWR,CPR-1000,1000,2009-6,,2015-3,2015-6,,,operational
CHINA,CN -24,FANGJIASHAN-1,PWR,CPR-1000,1012,2008-12,,2014-11,2014-12,,,operational
CHINA,CN -25,FANGJIASHAN-2,PWR,CPR-1000,1012,2009-7,,2015-1,2015-2,,,operational
CHINA,CN -26,HONGYANHE-3,PWR,CPR-1000,1061,2009-3,,2015-3,2015-8,,,operational
CHINA,CN -27,HONGYANHE-4,PWR,CPR-1000,1061,2009-8,,2016-4,2016-6,,,operational
CHINA,CN -28,SANMEN-1,PWR,AP-1000,1157,2009-4,,2018-6,2018-9,,,operational
CHINA,CN -29,SANMEN-2,PWR,AP-1000,1157,2009-12,,2018-8,2018-11,,,operational
CHINA,CN -3,DAYA BAY-2,PWR,M310,986,1988-4,,1994-2,1994-5,,,operational
CHINA,CN -30,HAIYANG-1,PWR,AP-1000,1170,2009-9,,2018-8,2018-10,,,operational
CHINA,CN -31,HAIYANG-2,PWR,AP-1000,1170,2010-6,,2018-10,2019-1,,,operational
CHINA,CN -32,TAISHAN-1,PWR,EPR-1750,1660,2009-11,,2018-6,2018-12,,,operational
CHINA,CN -33,TAISHAN-2,PWR,EPR-1750,1660,2010-4,,2019-6,2019-9,,,operational
CHINA,CN -34,NINGDE-3,PWR,CPR-1000,1018,2010-1,,2015-3,2015-6,,,operational
CHINA,CN -35,NINGDE-4,PWR,CPR-1000,1018,2010-9,,2016-3,2016-7,,,operational
CHINA,CN -36,CHANGJIANG-1,PWR,CNP-600,601,2010-4,,2015-11,2015-12,,,operational
CHINA,CN -37,CHANGJIANG-2,PWR,CNP-600,601,2010-11,,2016-6,2016-8,,,operational
CHINA,CN -38,FANGCHENGGANG-1,PWR,CPR-1000,1000,2010-7,,2015-10,2016-1,,,operational
CHINA,CN -39,FANGCHENGGANG-2,PWR,CPR-1000,1000,2010-12,,2016-7,2016-10,,,operational
CHINA,CN -4,QINSHAN 2-1,PWR,CNP-600,623,1996-6,,2002-2,2002-4,,,operational
CHINA,CN -40,YANGJIANG-3,PWR,CPR-1000,1000,2010-11,,2015-10,2016-1,,,operational
CHINA,CN -41,YANGJIANG-4,PWR,CPR-1000,1000,2012-11,,2017-1,2017-3,,,operational
CHINA,CN -42,FUQING-3,PWR,CNP-1000,1000,2010-12,,2016-9,2016-10,,,operational
CHINA,CN -43,FUQING-4,PWR,CNP-1000,1000,2012-11,,2017-7,2017-9,,,operational
CHINA,CN -44,SHIDAO BAY-1,HTGR,HTR-PM,150,2012-12,,2021-12,2023-12,,,operational
CHINA,CN -45,TIANWAN-3,PWR,VVER V-428M,1060,2012-12,,2017-12,2018-2,,,operational
CHINA,CN -46,TIANWAN-4,PWR,VVER V-428M,1060,2013-9,,2018-10,2018-12,,,operational
CHINA,CN -47,YANGJIANG-5,PWR,ACPR-1000,1000,2013-9,,2018-5,2018-7,,,operational
CHINA,CN -48,YANGJIANG-6,PWR,ACPR-1000,1000,2013-12,,2019-6,2019-7,,,operational
CHINA,CN -49,HONGYANHE-5,PWR,ACPR-1000,1061,2015-3,,2021-6,2021-7,,,operational
CHINA,CN -5,QINSHAN 2-2,PWR,CNP-600,623,1997-4,,2004-3,2004-5,,,operational
CHINA,CN -50,HONGYANHE-6,PWR,ACPR-1000,1061,2015-7,,2022-5,2022-6,,,operational
CHINA,CN -51,FUQING-5,PWR,HPR1000,1075,2015-5,,2020-11,2021-1,,,operational
CHINA,CN -52,FUQING-6,PWR,HPR1000,1075,2015-12,,2022-1,2022-3,,,operational
CHINA,CN -53,TIANWAN-5,PWR,CNP-1000,1060,2015-12,,2020-8,2020-9,,,operational
CHINA,CN -54,TIANWAN-6,PWR,CNP-1000,1060,2016-9,,2021-5,2021-6,,,operational
CHINA,CN -55,FANGCHENGGANG-3,PWR,HPR1000,1000,2015-12,,2023-1,2023-3,,,operational
CHINA,CN -56,FANGCHENGGANG-4,PWR,HPR1000,1000,2016-12,,2024-4,2024-5,,,operational
CHINA,CN -57,ZHANGZHOU-1,PWR,HPR1000,1126,2019-10,,2024-11,2025-1,,,operational
CHINA,CN -6,LING AO-1,PWR,M310,950,1997-5,,2002-2,2002-5,,,operational
CHINA,CN -7,LING AO-2,PWR,M310,950,1997-11,,2002-9,2003-1,,,operational
CHINA,CN -8,QINSHAN 3-1,PHWR,CANDU 6,677,1998-6,,2002-11,2002-12,,,operational
CHINA,CN -9,QINSHAN 3-2,PHWR,CANDU 6,677,1998-9,,2003-6,2003-7,,,operational
CZECH REP.,CZ -23,TEMELIN-1,PWR,VVER V-320,1027,1987-2,,2000-12,2002-6,,,operational
CZECH REP.,CZ -24,TEMELIN-2,PWR,VVER V-320,1029,1987-2,,2002-12,2003-4,,,operational
CZECH REP.,CZ -4,DUKOVANY-1,PWR,VVER V-213,479,1979-1,,1985-2,1985-5,,,operational
CZECH REP.,CZ -5,DUKOVANY-2,PWR,VVER V-213,482,1979-1,,1986-1,1986-3,,,operational
CZECH REP.,CZ -8,DUKOVANY-3,PWR,VVER V-213,475,1979-3,,1986-11,1986-12,,,operational
CZECH REP.,CZ -9,DUKOVANY-4,PWR,VVER V-213,471,1979-3,,1987-6,1987-7,,,operational
FINLAND,FI -1,LOVIISA-1,PWR,VVER V-213,507,1971-5,,1977-2,1977-5,,,operational
FINLAND,FI -2,LOVIISA-2,PWR,VVER V-213,507,1972-8,,1980-11,1981-1,,,operational
FINLAND,FI -3,OLKILUOTO-1,BWR,"AA-III, BWR-25",890,1974-2,,1978-9,1979-10,,,operational
FINLAND,FI -4,OLKILUOTO-2,BWR,"AA-III, BWR-25",890,1975-11,,1980-2,1982-7,,,operational
FINLAND,FI -5,OLKILUOTO-3,PWR,EPR,1575,2005-8,,2022-3,2023-5,,,operational
FRANCE,FR -13,BUGEY-2,PWR,CP0,910,1972-11,,1978-5,1979-3,,,operational
FRANCE,FR -14,BUGEY-3,PWR,CP0,910,1973-9,,1978-9,1979-3,,,operational
FRANCE,FR -15,BUGEY-4,PWR,CP0,880,1974-6,,1979-3,1979-7,,,operational
FRANCE,FR -16,BUGEY-5,PWR,CP0,880,1974-7,,1979-7,1980-1,,,operational
FRANCE,FR -17,ST. LAURENT B-1,PWR,CP2,915,1976-5,,1981-1,1983-8,,,operational
FRANCE,FR -18,TRICASTIN-1,PWR,CP1,915,1974-11,,1980-5,1980-12,,,operational
FRANCE,FR -19,TRICASTIN-2,PWR,CP1,915,1974-12,,1980-8,1980-12,,,operational
FRANCE,FR -20,GRAVELINES-1,PWR,CP1,910,1975-2,,1980-3,1980-11,,,operational
FRANCE,FR -21,GRAVELINES-2,PWR,CP1,910,1975-3,,1980-8,1980-12,,,operational
FRANCE,FR -22,DAMPIERRE-1,PWR,CP1,890,1975-2,,1980-3,1980-9,,,operational
FRANCE,FR -23,ST. LAURENT B-2,PWR,CP2,915,1976-7,,1981-6,1983-8,,,operational
FRANCE,FR -25,TRICASTIN-3,PWR,CP1,915,1975-4,,1981-2,1981-5,,,operational
FRANCE,FR -26,TRICASTIN-4,PWR,CP1,915,1975-5,,1981-6,1981-11,,,operational
FRANCE,FR -27,GRAVELINES-3,PWR,CP1,910,1975-12,,1980-12,1981-6,,,operational
FRANCE,FR -28,GRAVELINES-4,PWR,CP1,910,1976-4,,1981-6,1981-10,,,operational
FRANCE,FR -29,DAMPIERRE-2,PWR,CP1,890,1975-4,,1980-12,1981-2,,,operational
FRANCE,FR -30,DAMPIERRE-3,PWR,CP1,890,1975-9,,1981-1,1981-5,,,operational
FRANCE,FR -31,DAMPIERRE-4,PWR,CP1,890,1975-12,,1981-8,1981-11,,,operational
FRANCE,FR -32,BLAYAIS-1,PWR,CP1,910,1977-1,,1981-6,1981-12,,,operational
FRANCE,FR -33,BLAYAIS-2,PWR,CP1,910,1977-1,,1982-7,1983-2,,,operational
FRANCE,FR -34,BLAYAIS-3,PWR,CP1,910,1978-4,,1983-8,1983-11,,,operational
FRANCE,FR -35,BLAYAIS-4,PWR,CP1,910,1978-4,,1983-5,1983-10,,,operational
FRANCE,FR -36,PALUEL-1,PWR,P4 REP 1300,1330,1977-8,,1984-6,1985-12,,,operational
FRANCE,FR -37,PALUEL-2,PWR,P4 REP 1300,1330,1978-1,,1984-9,1985-12,,,operational
FRANCE,FR -38,PALUEL-3,PWR,P4 REP 1300,1330,1979-2,,1985-9,1986-2,,,operational
FRANCE,FR -39,PALUEL-4,PWR,P4 REP 1300,1330,1980-2,,1986-4,1986-6,,,operational
FRANCE,FR -40,CHINON B-1,PWR,CP2,905,1977-3,,1982-11,1984-2,,,operational
FRANCE,FR -41,CHINON B-2,PWR,CP2,905,1977-3,,1983-11,1984-8,,,operational
FRANCE,FR -42,CRUAS-1,PWR,CP2,915,1978-8,,1983-4,1984-4,,,operational
FRANCE,FR -43,CRUAS-2,PWR,CP2,915,1978-11,,1984-9,1985-4,,,operational
FRANCE,FR -44,CRUAS-3,PWR,CP2,915,1979-4,,1984-5,1984-9,,,operational
FRANCE,FR -45,CRUAS-4,PWR,CP2,915,1979-10,,1984-10,1985-2,,,operational
FRANCE,FR -46,FLAMANVILLE-1,PWR,P4 REP 1300,1330,1979-12,,1985-12,1986-12,,,operational
FRANCE,FR -47,FLAMANVILLE-2,PWR,P4 REP 1300,1330,1980-5,,1986-7,1987-3,,,operational
FRANCE,FR -48,ST. ALBAN-1,PWR,P4 REP 1300,1335,1979-1,,1985-8,1986-5,,,operational
FRANCE,FR -49,ST. ALBAN-2,PWR,P4 REP 1300,1335,1979-7,,1986-7,1987-3,,,operational
FRANCE,FR -50,CATTENOM-1,PWR,P4 REP 1300,1300,1979-10,,1986-11,1987-4,,,operational
FRANCE,FR -51,GRAVELINES-5,PWR,CP1,910,1979-10,,1984-8,1985-1,,,operational
FRANCE,FR -52,GRAVELINES-6,PWR,CP1,910,1979-10,,1985-8,1985-10,,,operational
FRANCE,FR -53,CATTENOM-2,PWR,P4 REP 1300,1300,1980-7,,1987-9,1988-2,,,operational
FRANCE,FR -54,BELLEVILLE-1,PWR,P4 REP 1300,1310,1980-5,,1987-10,1988-6,,,operational
FRANCE,FR -55,BELLEVILLE-2,PWR,P4 REP 1300,1310,1980-8,,1988-7,1989-1,,,operational
FRANCE,FR -56,CHINON B-3,PWR,CP2,905,1980-10,,1986-10,1987-3,,,operational
FRANCE,FR -57,CHINON B-4,PWR,CP2,905,1981-2,,1987-11,1988-4,,,operational
FRANCE,FR -58,NOGENT-1,PWR,P4 REP 1300,1310,1981-5,,1987-10,1988-2,,,operational
FRANCE,FR -59,NOGENT-2,PWR,P4 REP 1300,1310,1982-1,,1988-12,1989-5,,,operational
FRANCE,FR -60,CATTENOM-3,PWR,P4 REP 1300,1300,1982-6,,1990-7,1991-2,,,operational
FRANCE,FR -61,GOLFECH-1,PWR,P4 REP 1300,1310,1982-11,,1990-6,1991-2,,,operational
FRANCE,FR -62,CHOOZ B-1,PWR,N4 REP 1450,1500,1984-1,,1996-8,2000-5,,,operational
FRANCE,FR -63,PENLY-1,PWR,P4 REP 1300,1330,1982-9,,1990-5,1990-12,,,operational
FRANCE,FR -64,PENLY-2,PWR,P4 REP 1300,1330,1984-8,,1992-2,1992-11,,,operational
FRANCE,FR -65,CATTENOM-4,PWR,P4 REP 1300,1300,1983-9,,1991-5,1992-1,,,operational
FRANCE,FR -68,GOLFECH-2,PWR,P4 REP 1300,1310,1984-10,,1993-6,1994-3,,,operational
FRANCE,FR -70,CHOOZ B-2,PWR,N4 REP 1450,1500,1985-12,,1997-4,2000-9,,,operational
FRANCE,FR -72,CIVAUX-1,PWR,N4 REP 1450,1495,1988-10,,1997-12,2002-1,,,operational
FRANCE,FR -73,CIVAUX-2,PWR,N4 REP 1450,1495,1991-4,,1999-12,2002-4,,,operational
FRANCE,FR -74,FLAMANVILLE-3,PWR,EPR,1630,2007-12,,2024-12,,,,operational
HUNGARY,HU -1,PAKS-1,PWR,VVER V-213,479,1974-8,,1982-12,1983-8,,,operational
HUNGARY,HU -2,PAKS-2,PWR,VVER V-213,479,1974-8,,1984-9,1984-11,,,operational
HUNGARY,HU -3,PAKS-3,PWR,VVER V-213,479,1979-10,,1986-9,1986-12,,,operational
HUNGARY,HU -4,PAKS-4,PWR,VVER V-213,479,1979-10,,1987-8,1987-11,,,operational
INDIA,IN -10,KAKRAPAR-2,PHWR,Horizontal Pre,202,1985-4,,1995-3,1995-9,,,operational
INDIA,IN -11,RAJASTHAN-3,PHWR,Horizontal Pre,202,1990-2,,2000-3,2000-6,,,operational
INDIA,IN -12,RAJASTHAN-4,PHWR,Horizontal Pre,202,1990-10,,2000-11,2000-12,,,operational
INDIA,IN -13,KAIGA-1,PHWR,Horizontal Pre,202,1989-9,,2000-10,2000-11,,,operational
INDIA,IN -14,KAIGA-2,PHWR,Horizontal Pre,202,1989-12,,1999-12,2000-3,,,operational
INDIA,IN -15,KAIGA-3,PHWR,Horizontal Pre,202,2002-3,,2007-4,2007-5,,,operational
INDIA,IN -16,KAIGA-4,PHWR,Horizontal Pre,202,2002-5,,2011-1,2011-1,,,operational
INDIA,IN -19,RAJASTHAN-5,PHWR,Horizontal Pre,202,2002-9,,2009-12,2010-2,,,operational
INDIA,IN -20,RAJASTHAN-6,PHWR,Horizontal Pre,202,2003-1,,2010-3,2010-3,,,operational
INDIA,IN -23,TARAPUR-3,PHWR,Horizontal Pre,490,2000-5,,2006-6,2006-8,,,operational
INDIA,IN -24,TARAPUR-4,PHWR,Horizontal Pre,490,2000-3,,2005-6,2005-9,,,operational
INDIA,IN -25,KUDANKULAM-1,PWR,VVER V-412,932,2002-3,,2013-10,2014-12,,,operational
INDIA,IN -26,KUDANKULAM-2,PWR,VVER V-412,932,2002-7,,2016-8,2017-3,,,operational
INDIA,IN -30,KAKRAPAR-3,PHWR,PHWR-700,630,2010-11,,2021-1,2023-6,,,operational
INDIA,IN -31,KAKRAPAR-4,PHWR,PHWR-700,630,2010-11,,2024-2,2024-3,,,operational
INDIA,IN -4,RAJASTHAN-2,PHWR,Horizontal Pre,187,1968-4,,1980-11,1981-4,,,operational
INDIA,IN -6,MADRAS-2,PHWR,Horizontal Pre,205,1972-10,,1985-9,1986-3,,,operational
INDIA,IN -7,NARORA-1,PHWR,Horizontal Pre,202,1976-12,,1989-7,1991-1,,,operational
INDIA,IN -8,NARORA-2,PHWR,Horizontal Pre,202,1977-11,,1992-1,1992-7,,,operational
INDIA,IN -9,KAKRAPAR-1,PHWR,Horizontal Pre,202,1984-12,,1992-11,1993-5,,,operational
"IRAN,ISL.REP",IR -1,BUSHEHR-1,PWR,VVER V-446,915,1975-5,,2011-9,2013-9,,,operational
JAPAN,JP -13,TAKAHAMA-2,PWR,M (3-loop),780,1971-3,,1975-1,1975-11,,,operational
JAPAN,JP -14,MIHAMA-3,PWR,M (3-loop),780,1972-8,,1976-2,1976-12,,,operational
JAPAN,JP -28,SENDAI-1,PWR,M (3-loop),846,1979-12,,1983-9,1984-7,,,operational
JAPAN,JP -29,TAKAHAMA-3,PWR,M (3-loop),830,1980-12,,1984-5,1985-1,,,operational
JAPAN,JP -30,TAKAHAMA-4,PWR,M (3-loop),830,1981-3,,1984-11,1985-6,,,operational
JAPAN,JP -37,SENDAI-2,PWR,M (3-loop),846,1981-10,,1985-4,1985-11,,,operational
JAPAN,JP -41,SHIMANE-2,BWR,BWR-5,789,1985-2,,1988-7,1989-2,,,operational
JAPAN,JP -45,GENKAI-3,PWR,M (4-loop),1127,1988-6,,1993-6,1994-3,,,operational
JAPAN,JP -46,GENKAI-4,PWR,M (4-loop),1127,1992-7,,1996-11,1997-7,,,operational
JAPAN,JP -47,IKATA-3,PWR,M (3-loop),846,1990-10,,1994-3,1994-12,,,operational
JAPAN,JP -50,OHI-3,PWR,M (4-loop),1127,1987-10,,1991-6,1991-12,,,operational
JAPAN,JP -51,OHI-4,PWR,M (4-loop),1127,1988-6,,1992-6,1993-2,,,operational
JAPAN,JP -54,ONAGAWA-2,BWR,BWR-5,796,1991-4,,1994-12,1995-7,,,operational
JAPAN,JP -8,TAKAHAMA-1,PWR,M (3-loop),780,1970-4,,1974-3,1974-11,,,operational
"KOREA,REP.OF",KR -10,HANUL-2,PWR,France CPI,957,1983-7,,1989-4,1989-9,,,operational
"KOREA,REP.OF",KR -11,HANBIT-3,PWR,OPR-1000,983,1989-12,,1994-10,1995-3,,,operational
"KOREA,REP.OF",KR -12,HANBIT-4,PWR,OPR-1000,961,1990-5,,1995-7,1996-1,,,operational
"KOREA,REP.OF",KR -13,HANUL-3,PWR,OPR-1000,991,1993-7,,1998-1,1998-8,,,operational
"KOREA,REP.OF",KR -14,HANUL-4,PWR,OPR-1000,994,1993-11,,1998-12,1999-12,,,operational
"KOREA,REP.OF",KR -15,WOLSONG-3,PHWR,CANDU 6,595,1994-3,,1998-3,1998-7,,,operational
"KOREA,REP.OF",KR -16,WOLSONG-4,PHWR,CANDU 6,569,1994-7,,1999-5,1999-10,,,operational
"KOREA,REP.OF",KR -17,HANBIT-5,PWR,OPR-1000,974,1997-6,,2001-12,2002-5,,,operational
"KOREA,REP.OF",KR -18,HANBIT-6,PWR,OPR-1000,978,1997-11,,2002-9,2002-12,,,operational
"KOREA,REP.OF",KR -19,HANUL-5,PWR,OPR-1000,989,1999-10,,2003-12,2004-7,,,operational
"KOREA,REP.OF",KR -2,KORI-2,PWR,WH F,640,1977-12,,1983-4,1983-7,,,operational
"KOREA,REP.OF",KR -20,HANUL-6,PWR,OPR-1000,987,2000-9,,2005-1,2005-4,,,operational
"KOREA,REP.OF",KR -21,SHIN-KORI-1,PWR,OPR-1000,986,2006-6,,2010-8,2011-2,,,operational
"KOREA,REP.OF",KR -22,SHIN-KORI-2,PWR,OPR-1000,982,2007-6,,2012-1,2012-7,,,operational
"KOREA,REP.OF",KR -23,SHIN-WOLSONG-1,PWR,OPR-1000,980,2007-11,,2012-1,2012-7,,,operational
"KOREA,REP.OF",KR -24,SHIN-WOLSONG-2,PWR,OPR-1000,976,2008-9,,2015-2,2015-7,,,operational
"KOREA,REP.OF",KR -25,SAEUL-1,PWR,APR-1400,1392,2008-10,,2016-1,2016-12,,,operational
"KOREA,REP.OF",KR -26,SAEUL-2,PWR,APR-1400,1392,2009-8,,2019-4,2019-8,,,operational
"KOREA,REP.OF",KR -27,SHIN-HANUL-1,PWR,APR-1400,1429,2012-7,,2022-6,2022-12,,,operational
"KOREA,REP.OF",KR -28,SHIN-HANUL-2,PWR,APR-1400,1416,2013-6,,2023-12,2024-4,,,operational
"KOREA,REP.OF",KR -4,WOLSONG-2,PHWR,CANDU 6,571,1992-9,,1997-4,1997-7,,,operational
"KOREA,REP.OF",KR -5,KORI-3,PWR,WH F,996,1979-10,,1985-1,1985-9,,,operational
